,order_id,customer_id,product_id,quantity,order_date,price,Total,year
408,O00409,C0185,P007,2,2022-06-05,325.74,651.48,2022
409,O00410,C0499,P015,2,2022-06-10,352.12,704.24,2022
410,O00411,C0325,P056,3,2022-06-01,795.06,2385.18,2022
411,O00412,C0008,P022,3,2022-06-01,185.33,555.99,2022
412,O00413,C0300,P016,4,2022-06-17,929.88,3719.52,2022
413,O00414,C0405,P032,1,2022-06-27,815.5,815.5,2022
414,O00415,C0497,P006,5,2022-06-25,990.01,4950.05,2022
415,O00416,C0402,P089,4,2022-06-28,464.7,1858.8,2022
416,O00417,C0353,P077,2,2022-06-05,233.11,466.22,2022
417,O00418,C0191,P099,1,2022-06-12,698.17,698.17,2022
418,O00419,C0128,P021,4,2022-06-10,938.65,3754.6,2022
419,O00420,C0047,P088,5,2022-06-16,403.85,2019.25,2022
420,O00421,C0174,P098,1,2022-06-18,567.31,567.31,2022
421,O00422,C0031,P046,2,2022-06-01,900.08,1800.16,2022
422,O00423,C0360,P069,1,2022-06-23,345.37,345.37,2022
423,O00424,C0065,P063,2,2022-06-30,252.25,504.5,2022
424,O00425,C0163,P072,3,2022-06-16,847.22,2541.66,2022
425,O00426,C0413,P057,2,2022-06-25,621.97,1243.94,2022
426,O00427,C0011,P089,4,2022-06-16,464.7,1858.8,2022
427,O00428,C0184,P093,2,2022-06-10,508.36,1016.72,2022
428,O00429,C0129,P006,4,2022-06-01,990.01,3960.04,2022
429,O00430,C0362,P057,5,2022-06-25,621.97,3109.8500000000004,2022
430,O00431,C0151,P070,4,2022-06-14,822.15,3288.6,2022
431,O00432,C0098,P073,2,2022-06-26,131.85,263.7,2022
432,O00433,C0279,P045,3,2022-06-10,236.05,708.1500000000001,2022
433,O00434,C0375,P060,3,2022-06-20,789.65,2368.95,2022
434,O00435,C0445,P077,5,2022-06-08,233.11,1165.5500000000002,2022
435,O00436,C0083,P009,5,2022-06-26,258.37,1291.85,2022
436,O00437,C0080,P058,3,2022-06-01,535.79,1607.37,2022
437,O00438,C0420,P034,5,2022-06-18,525.45,2627.25,2022
438,O00439,C0188,P059,1,2022-06-12,894.42,894.42,2022
439,O00440,C0398,P082,5,2022-06-07,545.01,2725.05,2022
440,O00441,C0195,P094,2,2022-06-14,613.4,1226.8,2022
441,O00442,C0453,P003,5,2022-06-29,339.92,1699.6000000000001,2022
442,O00443,C0439,P047,5,2022-06-18,386.97,1934.8500000000001,2022
443,O00444,C0123,P042,1,2022-06-14,304.87,304.87,2022
444,O00445,C0338,P069,4,2022-06-13,345.37,1381.48,2022
445,O00446,C0098,P068,4,2022-06-08,877.38,3509.52,2022
446,O00447,C0393,P071,2,2022-06-06,115.08,230.16,2022
447,O00448,C0314,P037,3,2022-06-23,395.48,1186.44,2022
448,O00449,C0210,P083,3,2022-06-24,255.54,766.62,2022
449,O00450,C0057,P013,5,2022-06-21,474.22,2371.1000000000004,2022
450,O00451,C0338,P009,1,2022-06-13,258.37,258.37,2022
451,O00452,C0428,P039,1,2022-07-06,441.94,441.94,2022
452,O00453,C0484,P028,5,2022-07-28,796.29,3981.45,2022
453,O00454,C0050,P013,2,2022-07-02,474.22,948.44,2022
454,O00455,C0273,P050,2,2022-07-07,626.12,1252.24,2022
455,O00456,C0099,P068,2,2022-07-04,877.38,1754.76,2022
456,O00457,C0292,P081,2,2022-07-16,695.48,1390.96,2022
457,O00458,C0286,P096,5,2022-07-07,872.76,4363.8,2022
458,O00459,C0213,P096,1,2022-07-04,872.76,872.76,2022
459,O00460,C0393,P082,5,2022-07-02,545.01,2725.05,2022
460,O00461,C0184,P087,4,2022-07-19,585.47,2341.88,2022
461,O00462,C0360,P086,4,2022-07-21,908.91,3635.64,2022
462,O00463,C0453,P014,2,2022-07-27,414.78,829.56,2022
463,O00464,C0406,P024,5,2022-07-13,742.42,3712.1,2022
464,O00465,C0206,P065,3,2022-07-22,38.36,115.08,2022
465,O00466,C0337,P021,5,2022-07-16,938.65,4693.25,2022
466,O00467,C0308,P057,3,2022-07-17,621.97,1865.91,2022
467,O00468,C0463,P041,5,2022-07-20,465.37,2326.85,2022
468,O00469,C0167,P048,4,2022-07-23,545.84,2183.36,2022
469,O00470,C0392,P082,4,2022-07-19,545.01,2180.04,2022
470,O00471,C0423,P093,3,2022-07-09,508.36,1525.08,2022
471,O00472,C0312,P031,5,2022-07-02,168.44,842.2,2022
472,O00473,C0280,P028,4,2022-07-12,796.29,3185.16,2022
473,O00474,C0393,P071,3,2022-07-08,115.08,345.24,2022
474,O00475,C0185,P058,4,2022-07-20,535.79,2143.16,2022
475,O00476,C0492,P051,1,2022-07-23,121.31,121.31,2022
476,O00477,C0372,P005,3,2022-07-03,68.06,204.18,2022
477,O00478,C0306,P003,5,2022-07-01,339.92,1699.6000000000001,2022
478,O00479,C0070,P039,1,2022-07-30,441.94,441.94,2022
479,O00480,C0154,P029,2,2022-07-30,205.62,411.24,2022
480,O00481,C0439,P041,1,2022-07-07,465.37,465.37,2022
481,O00482,C0396,P089,3,2022-07-21,464.7,1394.1,2022
482,O00483,C0471,P071,5,2022-07-16,115.08,575.4,2022
483,O00484,C0285,P074,5,2022-07-30,400.3,2001.5,2022
484,O00485,C0080,P013,1,2022-07-29,474.22,474.22,2022
485,O00486,C0236,P046,2,2022-07-27,900.08,1800.16,2022
486,O00487,C0071,P034,3,2022-07-03,525.45,1576.3500000000001,2022
487,O00488,C0456,P075,2,2022-07-15,798.31,1596.62,2022
488,O00489,C0120,P033,3,2022-07-26,666.87,2000.6100000000001,2022
489,O00490,C0048,P074,4,2022-07-21,400.3,1601.2,2022
490,O00491,C0292,P028,1,2022-07-02,796.29,796.29,2022
491,O00492,C0371,P042,4,2022-07-12,304.87,1219.48,2022
492,O00493,C0089,P063,5,2022-07-18,252.25,1261.25,2022
493,O00494,C0420,P013,5,2022-07-24,474.22,2371.1000000000004,2022
494,O00495,C0329,P039,1,2022-07-31,441.94,441.94,2022
495,O00496,C0375,P074,4,2022-07-29,400.3,1601.2,2022
496,O00497,C0041,P100,1,2022-07-14,922.89,922.89,2022
497,O00498,C0472,P099,3,2022-07-27,698.17,2094.5099999999998,2022
498,O00499,C0179,P056,4,2022-07-12,795.06,3180.24,2022
499,O00500,C0477,P016,2,2022-07-26,929.88,1859.76,2022
500,O00501,C0383,P084,5,2022-07-23,348.97,1744.8500000000001,2022
501,O00502,C0476,P002,4,2022-07-02,56.56,226.24,2022
502,O00503,C0028,P040,5,2022-07-27,380.06,1900.3,2022
503,O00504,C0022,P041,5,2022-07-20,465.37,2326.85,2022
504,O00505,C0290,P020,3,2022-07-09,732.21,2196.63,2022
505,O00506,C0258,P090,2,2022-07-17,947.55,1895.1,2022
506,O00507,C0079,P007,4,2022-07-02,325.74,1302.96,2022
507,O00508,C0498,P058,5,2022-07-24,535.79,2678.95,2022
508,O00509,C0295,P065,1,2022-07-03,38.36,38.36,2022
509,O00510,C0421,P057,5,2022-08-14,621.97,3109.8500000000004,2022
510,O00511,C0075,P057,1,2022-08-10,621.97,621.97,2022
511,O00512,C0474,P030,2,2022-08-26,167.84,335.68,2022
512,O00513,C0351,P048,2,2022-08-13,545.84,1091.68,2022
513,O00514,C0388,P094,1,2022-08-05,613.4,613.4,2022
514,O00515,C0058,P095,1,2022-08-05,23.02,23.02,2022
515,O00516,C0125,P080,2,2022-08-11,642.94,1285.88,2022
516,O00517,C0445,P037,1,2022-08-03,395.48,395.48,2022
517,O00518,C0176,P089,1,2022-08-16,464.7,464.7,2022
518,O00519,C0157,P058,4,2022-08-19,535.79,2143.16,2022
519,O00520,C0012,P043,2,2022-08-24,748.87,1497.74,2022
520,O00521,C0379,P069,2,2022-08-02,345.37,690.74,2022
521,O00522,C0105,P070,5,2022-08-18,822.15,4110.75,2022
522,O00523,C0385,P034,5,2022-08-13,525.45,2627.25,2022
523,O00524,C0248,P080,2,2022-08-09,642.94,1285.88,2022
524,O00525,C0356,P090,1,2022-08-03,947.55,947.55,2022
525,O00526,C0193,P075,5,2022-08-13,798.31,3991.5499999999997,2022
526,O00527,C0023,P033,2,2022-08-17,666.87,1333.74,2022
527,O00528,C0031,P037,2,2022-08-14,395.48,790.96,2022
528,O00529,C0405,P090,5,2022-08-25,947.55,4737.75,2022
529,O00530,C0139,P007,4,2022-08-23,325.74,1302.96,2022
530,O00531,C0336,P002,1,2022-08-05,56.56,56.56,2022
531,O00532,C0199,P085,3,2022-08-25,185.69,557.0699999999999,2022
532,O00533,C0340,P085,3,2022-08-05,185.69,557.0699999999999,2022
533,O00534,C0443,P014,1,2022-08-16,414.78,414.78,2022
534,O00535,C0150,P084,4,2022-08-18,348.97,1395.88,2022
535,O00536,C0119,P049,5,2022-08-07,906.94,4534.700000000001,2022
536,O00537,C0364,P013,3,2022-08-16,474.22,1422.66,2022
537,O00538,C0249,P077,5,2022-08-13,233.11,1165.5500000000002,2022
538,O00539,C0046,P024,2,2022-08-21,742.42,1484.84,2022
539,O00540,C0257,P059,5,2022-08-19,894.42,4472.099999999999,2022
540,O00541,C0475,P092,1,2022-08-07,588.3,588.3,2022
541,O00542,C0021,P032,5,2022-08-18,815.5,4077.5,2022
542,O00543,C0157,P043,4,2022-08-20,748.87,2995.48,2022
543,O00544,C0202,P096,2,2022-08-24,872.76,1745.52,2022
544,O00545,C0010,P045,3,2022-08-17,236.05,708.1500000000001,2022
545,O00546,C0182,P081,3,2022-08-08,695.48,2086.44,2022
546,O00547,C0121,P065,3,2022-08-08,38.36,115.08,2022
547,O00548,C0416,P008,3,2022-08-03,810.83,2432.4900000000002,2022
548,O00549,C0450,P050,1,2022-08-09,626.12,626.12,2022
549,O00550,C0484,P072,3,2022-08-25,847.22,2541.66,2022
550,O00551,C0116,P020,3,2022-08-14,732.21,2196.63,2022
551,O00552,C0460,P051,2,2022-08-11,121.31,242.62,2022
552,O00553,C0045,P094,4,2022-08-22,613.4,2453.6,2022
553,O00554,C0267,P087,5,2022-08-30,585.47,2927.3500000000004,2022
554,O00555,C0447,P081,2,2022-08-19,695.48,1390.96,2022
555,O00556,C0214,P031,5,2022-08-03,168.44,842.2,2022
556,O00557,C0079,P055,3,2022-08-04,143.58,430.74,2022
557,O00558,C0466,P078,3,2022-08-22,723.64,2170.92,2022
558,O00559,C0230,P070,2,2022-08-14,822.15,1644.3,2022
559,O00560,C0106,P084,2,2022-08-14,348.97,697.94,2022
560,O00561,C0298,P070,2,2022-08-12,822.15,1644.3,2022
561,O00562,C0442,P018,3,2022-08-12,965.2,2895.6000000000004,2022
562,O00563,C0353,P091,5,2022-08-07,157.58,787.9000000000001,2022
563,O00564,C0466,P018,4,2022-08-11,965.2,3860.8,2022
564,O00565,C0466,P099,2,2022-08-12,698.17,1396.34,2022
565,O00566,C0336,P073,2,2022-08-20,131.85,263.7,2022
566,O00567,C0163,P009,5,2022-08-21,258.37,1291.85,2022
567,O00568,C0273,P093,1,2022-08-01,508.36,508.36,2022
568,O00569,C0095,P041,2,2022-08-25,465.37,930.74,2022
569,O00570,C0373,P004,3,2022-08-10,138.74,416.22,2022
570,O00571,C0451,P053,4,2022-08-06,629.57,2518.28,2022
571,O00572,C0156,P057,3,2022-08-12,621.97,1865.91,2022
572,O00573,C0078,P100,2,2022-08-20,922.89,1845.78,2022
573,O00574,C0316,P063,3,2022-09-05,252.25,756.75,2022
574,O00575,C0444,P059,2,2022-09-06,894.42,1788.84,2022
575,O00576,C0219,P052,1,2022-09-01,940.13,940.13,2022
576,O00577,C0312,P095,4,2022-09-25,23.02,92.08,2022
577,O00578,C0369,P041,4,2022-09-20,465.37,1861.48,2022
578,O00579,C0314,P096,5,2022-09-20,872.76,4363.8,2022
579,O00580,C0305,P069,5,2022-09-09,345.37,1726.85,2022
580,O00581,C0329,P091,1,2022-09-20,157.58,157.58,2022
581,O00582,C0267,P014,4,2022-09-19,414.78,1659.12,2022
582,O00583,C0234,P006,2,2022-09-20,990.01,1980.02,2022
583,O00584,C0266,P069,4,2022-09-08,345.37,1381.48,2022
584,O00585,C0377,P006,5,2022-09-20,990.01,4950.05,2022
585,O00586,C0199,P067,1,2022-09-08,763.65,763.65,2022
586,O00587,C0098,P038,4,2022-09-08,817.52,3270.08,2022
587,O00588,C0204,P039,3,2022-09-22,441.94,1325.82,2022
588,O00589,C0237,P022,4,2022-09-01,185.33,741.32,2022
589,O00590,C0151,P079,1,2022-09-12,721.44,721.44,2022
590,O00591,C0354,P067,2,2022-09-03,763.65,1527.3,2022
591,O00592,C0238,P083,4,2022-09-23,255.54,1022.16,2022
592,O00593,C0047,P093,5,2022-09-25,508.36,2541.8,2022
593,O00594,C0058,P024,5,2022-09-16,742.42,3712.1,2022
594,O00595,C0481,P090,5,2022-09-05,947.55,4737.75,2022
595,O00596,C0070,P051,4,2022-09-17,121.31,485.24,2022
596,O00597,C0166,P058,1,2022-09-28,535.79,535.79,2022
597,O00598,C0092,P059,5,2022-09-20,894.42,4472.099999999999,2022
598,O00599,C0460,P092,2,2022-09-16,588.3,1176.6,2022
599,O00600,C0452,P059,1,2022-09-23,894.42,894.42,2022
600,O00601,C0129,P042,2,2022-09-21,304.87,609.74,2022
601,O00602,C0368,P094,1,2022-09-12,613.4,613.4,2022
602,O00603,C0047,P015,4,2022-09-06,352.12,1408.48,2022
603,O00604,C0325,P047,1,2022-09-28,386.97,386.97,2022
604,O00605,C0269,P091,4,2022-09-13,157.58,630.32,2022
605,O00606,C0373,P066,5,2022-09-16,572.04,2860.2,2022
606,O00607,C0487,P021,4,2022-09-16,938.65,3754.6,2022
607,O00608,C0282,P049,1,2022-09-05,906.94,906.94,2022
608,O00609,C0394,P022,3,2022-09-06,185.33,555.99,2022
609,O00610,C0290,P085,2,2022-09-07,185.69,371.38,2022
610,O00611,C0084,P019,2,2022-09-08,128.68,257.36,2022
611,O00612,C0394,P092,1,2022-09-02,588.3,588.3,2022
612,O00613,C0215,P040,3,2022-09-14,380.06,1140.18,2022
613,O00614,C0374,P099,4,2022-09-25,698.17,2792.68,2022
614,O00615,C0148,P081,2,2022-09-01,695.48,1390.96,2022
615,O00616,C0061,P017,2,2022-09-30,831.47,1662.94,2022
616,O00617,C0002,P080,3,2022-09-09,642.94,1928.8200000000002,2022
617,O00618,C0007,P059,4,2022-09-14,894.42,3577.68,2022
618,O00619,C0438,P064,5,2022-09-08,745.23,3726.15,2022
619,O00620,C0414,P001,5,2022-09-24,534.93,2674.6499999999996,2022
620,O00621,C0452,P064,2,2022-09-22,745.23,1490.46,2022
621,O00622,C0112,P076,4,2022-09-07,154.17,616.68,2022
622,O00623,C0233,P053,4,2022-09-25,629.57,2518.28,2022
623,O00624,C0041,P077,5,2022-09-07,233.11,1165.5500000000002,2022
624,O00625,C0004,P032,5,2022-09-03,815.5,4077.5,2022
625,O00626,C0143,P080,5,2022-09-06,642.94,3214.7000000000003,2022
626,O00627,C0420,P027,1,2022-09-30,144.07,144.07,2022
627,O00628,C0095,P019,1,2022-09-15,128.68,128.68,2022
628,O00629,C0335,P045,1,2022-09-28,236.05,236.05,2022
629,O00630,C0357,P027,5,2022-10-28,144.07,720.3499999999999,2022
630,O00631,C0030,P014,5,2022-10-02,414.78,2073.8999999999996,2022
631,O00632,C0374,P081,5,2022-10-22,695.48,3477.4,2022
632,O00633,C0045,P062,5,2022-10-19,315.16,1575.8000000000002,2022
633,O00634,C0479,P091,3,2022-10-27,157.58,472.74,2022
634,O00635,C0219,P078,3,2022-10-20,723.64,2170.92,2022
635,O00636,C0133,P068,5,2022-10-10,877.38,4386.9,2022
636,O00637,C0320,P046,2,2022-10-11,900.08,1800.16,2022
637,O00638,C0315,P073,4,2022-10-30,131.85,527.4,2022
638,O00639,C0267,P094,4,2022-10-03,613.4,2453.6,2022
639,O00640,C0253,P024,5,2022-10-02,742.42,3712.1,2022
640,O00641,C0120,P091,3,2022-10-04,157.58,472.74,2022
641,O00642,C0100,P001,1,2022-10-14,534.93,534.93,2022
642,O00643,C0013,P060,1,2022-10-06,789.65,789.65,2022
643,O00644,C0378,P027,5,2022-10-06,144.07,720.3499999999999,2022
644,O00645,C0213,P053,1,2022-10-22,629.57,629.57,2022
645,O00646,C0171,P045,5,2022-10-10,236.05,1180.25,2022
646,O00647,C0413,P082,2,2022-10-20,545.01,1090.02,2022
647,O00648,C0006,P082,2,2022-10-22,545.01,1090.02,2022
648,O00649,C0354,P037,3,2022-10-23,395.48,1186.44,2022
649,O00650,C0405,P009,3,2022-10-23,258.37,775.11,2022
650,O00651,C0154,P065,5,2022-10-20,38.36,191.8,2022
651,O00652,C0166,P099,1,2022-10-19,698.17,698.17,2022
652,O00653,C0059,P088,3,2022-10-26,403.85,1211.5500000000002,2022
653,O00654,C0175,P051,5,2022-10-18,121.31,606.55,2022
654,O00655,C0316,P004,2,2022-10-06,138.74,277.48,2022
655,O00656,C0100,P043,3,2022-10-31,748.87,2246.61,2022
656,O00657,C0473,P087,4,2022-10-15,585.47,2341.88,2022
657,O00658,C0470,P061,1,2022-10-24,155.92,155.92,2022
658,O00659,C0331,P018,4,2022-10-19,965.2,3860.8,2022
659,O00660,C0080,P081,4,2022-10-12,695.48,2781.92,2022
660,O00661,C0457,P069,3,2022-10-30,345.37,1036.1100000000001,2022
661,O00662,C0237,P053,1,2022-10-02,629.57,629.57,2022
662,O00663,C0428,P067,3,2022-10-03,763.65,2290.95,2022
663,O00664,C0290,P093,3,2022-10-25,508.36,1525.08,2022
664,O00665,C0285,P069,1,2022-10-10,345.37,345.37,2022
665,O00666,C0107,P074,3,2022-10-11,400.3,1200.9,2022
666,O00667,C0410,P046,1,2022-10-12,900.08,900.08,2022
667,O00668,C0497,P020,3,2022-10-29,732.21,2196.63,2022
668,O00669,C0431,P004,3,2022-10-13,138.74,416.22,2022
669,O00670,C0193,P081,5,2022-10-27,695.48,3477.4,2022
670,O00671,C0432,P022,5,2022-10-03,185.33,926.6500000000001,2022
671,O00672,C0311,P050,2,2022-10-25,626.12,1252.24,2022
672,O00673,C0305,P015,3,2022-10-14,352.12,1056.3600000000001,2022
673,O00674,C0362,P041,1,2022-10-27,465.37,465.37,2022
674,O00675,C0140,P053,1,2022-10-18,629.57,629.57,2022
675,O00676,C0255,P031,3,2022-10-03,168.44,505.32,2022
676,O00677,C0232,P039,2,2022-10-10,441.94,883.88,2022
677,O00678,C0269,P039,2,2022-10-16,441.94,883.88,2022
678,O00679,C0058,P048,1,2022-10-05,545.84,545.84,2022
679,O00680,C0399,P026,1,2022-10-04,842.62,842.62,2022
680,O00681,C0228,P065,1,2022-10-23,38.36,38.36,2022
681,O00682,C0410,P062,5,2022-10-28,315.16,1575.8000000000002,2022
682,O00683,C0079,P025,3,2022-10-09,576.6,1729.8000000000002,2022
683,O00684,C0473,P062,5,2022-10-11,315.16,1575.8000000000002,2022
684,O00685,C0159,P100,3,2022-10-17,922.89,2768.67,2022
685,O00686,C0074,P099,1,2022-10-14,698.17,698.17,2022
686,O00687,C0421,P067,2,2022-10-17,763.65,1527.3,2022
687,O00688,C0106,P093,1,2022-10-07,508.36,508.36,2022
688,O00689,C0055,P050,1,2022-11-13,626.12,626.12,2022
689,O00690,C0045,P055,4,2022-11-23,143.58,574.32,2022
690,O00691,C0092,P091,5,2022-11-28,157.58,787.9000000000001,2022
691,O00692,C0457,P076,4,2022-11-17,154.17,616.68,2022
692,O00693,C0316,P046,3,2022-11-04,900.08,2700.2400000000002,2022
693,O00694,C0171,P026,5,2022-11-01,842.62,4213.1,2022
694,O00695,C0041,P097,4,2022-11-10,932.46,3729.84,2022
695,O00696,C0291,P017,1,2022-11-30,831.47,831.47,2022
696,O00697,C0417,P090,4,2022-11-02,947.55,3790.2,2022
697,O00698,C0050,P059,3,2022-11-22,894.42,2683.2599999999998,2022
698,O00699,C0351,P083,4,2022-11-28,255.54,1022.16,2022
699,O00700,C0241,P030,2,2022-11-20,167.84,335.68,2022
700,O00701,C0074,P079,3,2022-11-28,721.44,2164.32,2022
701,O00702,C0468,P047,4,2022-11-03,386.97,1547.88,2022
702,O00703,C0094,P090,3,2022-11-11,947.55,2842.6499999999996,2022
703,O00704,C0404,P042,4,2022-11-15,304.87,1219.48,2022
704,O00705,C0250,P004,1,2022-11-29,138.74,138.74,2022
705,O00706,C0244,P015,3,2022-11-02,352.12,1056.3600000000001,2022
706,O00707,C0246,P060,2,2022-11-04,789.65,1579.3,2022
707,O00708,C0145,P099,3,2022-11-17,698.17,2094.5099999999998,2022
708,O00709,C0310,P074,2,2022-11-25,400.3,800.6,2022
709,O00710,C0261,P014,4,2022-11-22,414.78,1659.12,2022
710,O00711,C0419,P092,1,2022-11-24,588.3,588.3,2022
711,O00712,C0167,P072,1,2022-11-10,847.22,847.22,2022
712,O00713,C0406,P039,5,2022-11-01,441.94,2209.7,2022
713,O00714,C0237,P052,5,2022-11-19,940.13,4700.65,2022
714,O00715,C0212,P031,5,2022-11-25,168.44,842.2,2022
715,O00716,C0125,P071,2,2022-11-10,115.08,230.16,2022
716,O00717,C0499,P062,4,2022-11-21,315.16,1260.64,2022
717,O00718,C0034,P044,2,2022-11-29,505.21,1010.42,2022
718,O00719,C0417,P089,5,2022-11-07,464.7,2323.5,2022
719,O00720,C0221,P056,5,2022-11-11,795.06,3975.2999999999997,2022
720,O00721,C0404,P044,5,2022-11-07,505.21,2526.0499999999997,2022
721,O00722,C0356,P031,2,2022-11-07,168.44,336.88,2022
722,O00723,C0340,P086,1,2022-11-10,908.91,908.91,2022
723,O00724,C0379,P092,5,2022-11-09,588.3,2941.5,2022
724,O00725,C0429,P063,1,2022-11-18,252.25,252.25,2022
725,O00726,C0304,P077,4,2022-11-11,233.11,932.44,2022
726,O00727,C0167,P072,1,2022-11-25,847.22,847.22,2022
727,O00728,C0421,P057,2,2022-11-15,621.97,1243.94,2022
728,O00729,C0158,P052,1,2022-11-22,940.13,940.13,2022
729,O00730,C0307,P014,5,2022-11-04,414.78,2073.8999999999996,2022
730,O00731,C0395,P049,3,2022-11-09,906.94,2720.82,2022
731,O00732,C0254,P083,1,2022-11-05,255.54,255.54,2022
732,O00733,C0047,P028,2,2022-11-06,796.29,1592.58,2022
733,O00734,C0455,P075,1,2022-11-09,798.31,798.31,2022
734,O00735,C0388,P019,2,2022-11-04,128.68,257.36,2022
735,O00736,C0232,P069,3,2022-11-01,345.37,1036.1100000000001,2022
736,O00737,C0200,P079,5,2022-11-20,721.44,3607.2000000000003,2022
737,O00738,C0229,P026,2,2022-11-18,842.62,1685.24,2022
738,O00739,C0349,P041,3,2022-11-17,465.37,1396.1100000000001,2022
739,O00740,C0292,P087,3,2022-11-04,585.47,1756.41,2022
740,O00741,C0471,P056,3,2022-11-07,795.06,2385.18,2022
741,O00742,C0046,P075,1,2022-11-18,798.31,798.31,2022
742,O00743,C0314,P066,4,2022-11-12,572.04,2288.16,2022
743,O00744,C0434,P017,3,2022-11-18,831.47,2494.41,2022
744,O00745,C0032,P048,5,2022-11-11,545.84,2729.2000000000003,2022
745,O00746,C0496,P007,1,2022-11-09,325.74,325.74,2022
746,O00747,C0361,P072,3,2022-11-05,847.22,2541.66,2022
747,O00748,C0057,P037,1,2022-11-23,395.48,395.48,2022
748,O00749,C0121,P056,5,2022-11-26,795.06,3975.2999999999997,2022
749,O00750,C0202,P081,3,2022-11-10,695.48,2086.44,2022
750,O00751,C0365,P049,4,2022-11-19,906.94,3627.76,2022
751,O00752,C0196,P056,5,2022-11-08,795.06,3975.2999999999997,2022
752,O00753,C0109,P085,2,2022-11-06,185.69,371.38,2022
753,O00754,C0244,P018,2,2022-11-03,965.2,1930.4,2022
754,O00755,C0285,P050,3,2022-11-10,626.12,1878.3600000000001,2022
755,O00756,C0431,P054,2,2022-11-20,338.23,676.46,2022
756,O00757,C0148,P086,2,2022-11-29,908.91,1817.82,2022
757,O00758,C0069,P002,1,2022-11-11,56.56,56.56,2022
758,O00759,C0332,P003,2,2022-11-18,339.92,679.84,2022
759,O00760,C0370,P063,4,2022-11-15,252.25,1009.0,2022
760,O00761,C0500,P018,1,2022-11-02,965.2,965.2,2022
761,O00762,C0071,P083,4,2022-11-05,255.54,1022.16,2022
762,O00763,C0441,P059,5,2022-11-01,894.42,4472.099999999999,2022
763,O00764,C0477,P055,5,2022-11-16,143.58,717.9000000000001,2022
764,O00765,C0093,P059,5,2022-11-29,894.42,4472.099999999999,2022
765,O00766,C0218,P071,4,2022-11-22,115.08,460.32,2022
766,O00767,C0197,P046,2,2022-11-02,900.08,1800.16,2022
767,O00768,C0274,P100,1,2022-12-14,922.89,922.89,2022
768,O00769,C0241,P059,5,2022-12-20,894.42,4472.099999999999,2022
769,O00770,C0464,P061,5,2022-12-01,155.92,779.5999999999999,2022
770,O00771,C0376,P043,4,2022-12-19,748.87,2995.48,2022
771,O00772,C0181,P038,3,2022-12-16,817.52,2452.56,2022
772,O00773,C0086,P005,5,2022-12-28,68.06,340.3,2022
773,O00774,C0384,P039,5,2022-12-24,441.94,2209.7,2022
774,O00775,C0134,P008,4,2022-12-08,810.83,3243.32,2022
775,O00776,C0297,P022,5,2022-12-23,185.33,926.6500000000001,2022
776,O00777,C0027,P085,3,2022-12-17,185.69,557.0699999999999,2022
777,O00778,C0415,P095,5,2022-12-09,23.02,115.1,2022
778,O00779,C0014,P037,4,2022-12-14,395.48,1581.92,2022
779,O00780,C0043,P017,5,2022-12-30,831.47,4157.35,2022
780,O00781,C0040,P036,3,2022-12-18,877.81,2633.43,2022
781,O00782,C0068,P079,3,2022-12-19,721.44,2164.32,2022
782,O00783,C0141,P033,1,2022-12-12,666.87,666.87,2022
783,O00784,C0380,P015,5,2022-12-02,352.12,1760.6,2022
784,O00785,C0090,P076,2,2022-12-02,154.17,308.34,2022
785,O00786,C0338,P058,3,2022-12-19,535.79,1607.37,2022
786,O00787,C0414,P023,3,2022-12-16,71.16,213.48,2022
787,O00788,C0401,P090,2,2022-12-23,947.55,1895.1,2022
788,O00789,C0249,P024,5,2022-12-12,742.42,3712.1,2022
789,O00790,C0442,P005,3,2022-12-04,68.06,204.18,2022
790,O00791,C0044,P019,5,2022-12-19,128.68,643.4000000000001,2022
791,O00792,C0479,P020,4,2022-12-16,732.21,2928.84,2022
792,O00793,C0386,P053,4,2022-12-31,629.57,2518.28,2022
793,O00794,C0122,P085,4,2022-12-23,185.69,742.76,2022
794,O00795,C0372,P082,2,2022-12-03,545.01,1090.02,2022
795,O00796,C0108,P074,3,2022-12-05,400.3,1200.9,2022
796,O00797,C0028,P083,3,2022-12-24,255.54,766.62,2022
797,O00798,C0387,P015,1,2022-12-24,352.12,352.12,2022
798,O00799,C0086,P060,4,2022-12-17,789.65,3158.6,2022
799,O00800,C0244,P039,4,2022-12-28,441.94,1767.76,2022
800,O00801,C0383,P097,5,2022-12-25,932.46,4662.3,2022
801,O00802,C0120,P049,4,2022-12-25,906.94,3627.76,2022
802,O00803,C0243,P034,2,2022-12-09,525.45,1050.9,2022
803,O00804,C0272,P056,1,2022-12-15,795.06,795.06,2022
804,O00805,C0148,P058,4,2022-12-17,535.79,2143.16,2022
805,O00806,C0348,P041,5,2022-12-03,465.37,2326.85,2022
806,O00807,C0350,P006,1,2022-12-17,990.01,990.01,2022
807,O00808,C0470,P069,3,2022-12-29,345.37,1036.1100000000001,2022
808,O00809,C0490,P056,5,2022-12-20,795.06,3975.2999999999997,2022
809,O00810,C0471,P084,3,2022-12-03,348.97,1046.91,2022
810,O00811,C0172,P035,3,2022-12-08,362.04,1086.1200000000001,2022
811,O00812,C0411,P013,3,2022-12-16,474.22,1422.66,2022
812,O00813,C0336,P075,4,2022-12-21,798.31,3193.24,2022
813,O00814,C0237,P099,2,2022-12-24,698.17,1396.34,2022
814,O00815,C0376,P087,5,2022-12-22,585.47,2927.3500000000004,2022
